Epoch,learning rate,training loss,training mtt::LPS RMSE (per atom),training mtt::LPS MAE (per atom),training forces[mtt::LPS] RMSE,training forces[mtt::LPS] MAE,validation loss,validation mtt::LPS RMSE (per atom),validation mtt::LPS MAE (per atom),validation forces[mtt::LPS] RMSE,validation forces[mtt::LPS] MAE
,,,meV,meV,meV/A,meV/A,,meV,meV,meV/A,meV/A
 215,1.000e-05,2.579e+00,  10.5,   7.7, 110.3,  62.3,1.353e-01,  15.8,   6.9, 112.4,  62.7
 216,1.000e-05,2.562e+00,  10.3,   7.4, 110.2,  62.2,1.357e-01,  15.3,   6.5, 112.6,  63.2
 217,1.000e-05,2.546e+00,  10.5,   7.7, 110.3,  62.2,1.350e-01,  15.9,   8.5, 112.2,  63.0
 218,1.000e-05,2.584e+00,  10.5,   7.7, 110.1,  62.1,1.360e-01,  16.5,   7.1, 112.3,  62.8
 219,1.000e-05,2.560e+00,   9.9,   7.2, 110.2,  62.2,1.349e-01,  15.7,   6.9, 112.2,  62.6
 220,1.000e-05,2.598e+00,  10.8,   7.9, 110.1,  62.1,1.354e-01,  16.8,  10.1, 112.2,  62.8
 221,1.000e-05,2.552e+00,  11.1,   8.2, 110.1,  62.1,1.351e-01,  16.9,   8.1, 112.0,  62.7
 222,1.000e-05,2.535e+00,  10.3,   7.5, 109.8,  62.1,1.354e-01,  17.2,   8.0, 112.1,  62.7
 223,1.000e-05,2.569e+00,  11.2,   8.2, 110.0,  62.1,1.347e-01,  15.9,   7.8, 112.1,  62.5
 224,1.000e-05,2.524e+00,  11.2,   8.2, 110.0,  62.0,1.340e-01,  15.6,   7.6, 111.9,  62.4
 225,1.000e-05,2.518e+00,  10.3,   7.5, 109.8,  61.9,1.341e-01,  16.2,   9.4, 111.8,  62.4
 226,1.000e-05,2.526e+00,  10.6,   7.8, 109.8,  61.9,1.343e-01,  15.7,   6.9, 112.0,  62.6
 227,1.000e-05,2.536e+00,  11.3,   8.4, 109.9,  62.0,1.378e-01,  17.3,  11.2, 113.0,  63.8
 228,1.000e-05,2.640e+00,  10.1,   7.3, 109.6,  61.9,1.344e-01,  16.9,   8.4, 111.7,  62.6
 229,1.000e-05,2.541e+00,  10.2,   7.5, 109.7,  61.8,1.334e-01,  15.4,   7.9, 111.6,  62.7
 230,1.000e-05,2.475e+00,   9.8,   7.0, 109.5,  61.8,1.336e-01,  16.1,   8.5, 111.6,  62.3
 231,1.000e-05,2.507e+00,  10.3,   7.4, 109.5,  61.8,1.334e-01,  15.7,   7.6, 111.6,  62.4
 232,1.000e-05,2.554e+00,  10.6,   7.7, 109.3,  61.8,1.339e-01,  16.8,  10.4, 111.6,  62.3
 233,1.000e-05,2.510e+00,  10.3,   7.4, 109.4,  61.7,1.363e-01,  17.6,  10.7, 112.3,  63.0
 234,1.000e-05,2.503e+00,  10.2,   7.5, 109.5,  61.7,1.349e-01,  18.0,   9.1, 111.7,  62.3
 235,1.000e-05,2.510e+00,  10.3,   7.5, 109.5,  61.7,1.325e-01,  15.4,   7.3, 111.3,  62.2
 236,1.000e-05,2.548e+00,  10.3,   7.4, 109.2,  61.7,1.352e-01,  16.9,   7.4, 111.9,  62.6
 237,1.000e-05,2.586e+00,  10.6,   7.7, 109.2,  61.7,1.328e-01,  15.6,   7.0, 111.3,  62.1
 238,1.000e-05,2.534e+00,  10.0,   7.2, 109.4,  61.7,1.328e-01,  15.5,   7.5, 111.4,  62.1
 239,1.000e-05,2.508e+00,  10.0,   7.2, 109.0,  61.6,1.328e-01,  16.3,   6.8, 111.2,  62.1
 240,1.000e-05,2.525e+00,  10.6,   7.8, 109.2,  61.6,1.325e-01,  16.3,   9.3, 111.1,  62.0
 241,1.000e-05,2.528e+00,  10.1,   7.3, 109.1,  61.6,1.332e-01,  16.1,   8.9, 111.5,  62.3
 242,1.000e-05,2.474e+00,  10.4,   7.7, 109.0,  61.5,1.325e-01,  15.5,   7.3, 111.3,  62.1
 243,1.000e-05,2.528e+00,  10.7,   7.9, 109.0,  61.6,1.329e-01,  15.9,   8.3, 111.3,  62.3
 244,1.000e-05,2.503e+00,  10.6,   7.8, 108.8,  61.5,1.336e-01,  17.5,  11.6, 111.3,  62.4
 245,1.000e-05,2.528e+00,  10.8,   8.0, 108.9,  61.5,1.321e-01,  15.5,   7.0, 111.1,  62.0
 246,1.000e-05,2.485e+00,  10.0,   7.2, 108.8,  61.4,1.327e-01,  15.9,   7.7, 111.2,  62.0
 247,1.000e-05,2.530e+00,  10.1,   7.3, 108.8,  61.5,1.316e-01,  15.6,   6.8, 110.8,  61.8
 248,1.000e-05,2.493e+00,  10.1,   7.2, 108.5,  61.3,1.322e-01,  15.7,   6.5, 111.0,  62.3
 249,1.000e-05,2.463e+00,  10.3,   7.5, 108.5,  61.3,1.320e-01,  15.2,   6.7, 111.0,  61.9
 250,1.000e-05,2.490e+00,  10.7,   7.7, 108.7,  61.4,1.316e-01,  15.6,   6.7, 110.9,  61.8
 251,1.000e-05,2.513e+00,  11.1,   8.2, 108.7,  61.4,1.316e-01,  15.5,   8.3, 110.8,  62.0
 252,1.000e-05,2.489e+00,  10.6,   7.8, 108.6,  61.4,1.323e-01,  16.0,   6.9, 111.1,  61.8
 253,1.000e-05,2.499e+00,  10.3,   7.5, 108.5,  61.2,1.327e-01,  16.3,   7.2, 111.0,  62.4
 254,1.000e-05,2.465e+00,  10.3,   7.5, 108.4,  61.2,1.325e-01,  15.3,   7.5, 111.1,  62.3
 255,5.000e-06,2.467e+00,   9.5,   6.7, 108.2,  61.1,1.325e-01,  17.3,   8.2, 110.8,  61.8
 256,5.000e-06,2.475e+00,   9.6,   6.9, 108.2,  61.0,1.317e-01,  16.7,   9.8, 110.7,  61.7
 257,5.000e-06,2.407e+00,  10.0,   7.2, 108.1,  61.0,1.316e-01,  16.5,   9.6, 110.7,  61.7
 258,5.000e-06,2.460e+00,   9.6,   6.9, 108.1,  61.0,1.307e-01,  15.4,   7.7, 110.5,  61.6
 259,5.000e-06,2.452e+00,   9.8,   7.2, 107.9,  61.0,1.325e-01,  16.5,   6.9, 111.0,  61.9
 260,5.000e-06,2.430e+00,   9.7,   6.9, 108.0,  60.9,1.313e-01,  15.7,   7.2, 110.7,  61.6
 261,5.000e-06,2.449e+00,   9.6,   6.8, 108.0,  60.9,1.312e-01,  16.0,   6.6, 110.6,  61.7
 262,5.000e-06,2.446e+00,   9.7,   7.0, 108.0,  60.9,1.314e-01,  15.8,   6.5, 110.7,  61.6
 263,5.000e-06,2.447e+00,  10.1,   7.3, 108.0,  61.0,1.310e-01,  15.9,   8.4, 110.6,  61.7
 264,5.000e-06,2.416e+00,   9.8,   7.1, 107.9,  60.9,1.314e-01,  16.8,   7.6, 110.6,  61.6
 265,5.000e-06,2.427e+00,   9.5,   6.8, 108.0,  60.9,1.315e-01,  16.1,   8.9, 110.7,  61.7
 266,5.000e-06,2.432e+00,   9.7,   6.9, 108.0,  61.0,1.313e-01,  16.1,   6.6, 110.6,  61.6
 267,5.000e-06,2.471e+00,   9.4,   6.7, 108.0,  60.9,1.309e-01,  15.8,   6.4, 110.5,  61.6
 268,5.000e-06,2.459e+00,   9.7,   6.9, 108.0,  60.9,1.309e-01,  15.7,   7.0, 110.6,  61.6
 269,5.000e-06,2.438e+00,  10.0,   7.3, 108.1,  60.9,1.305e-01,  15.4,   6.9, 110.4,  61.6
 270,5.000e-06,2.445e+00,   9.5,   6.8, 107.8,  60.8,1.310e-01,  15.8,   6.9, 110.5,  61.6
 271,5.000e-06,2.442e+00,   9.6,   6.8, 107.7,  60.8,1.315e-01,  17.2,  10.9, 110.4,  61.6
 272,5.000e-06,2.438e+00,   9.6,   6.9, 107.7,  60.8,1.310e-01,  16.1,   8.3, 110.5,  61.5
 273,5.000e-06,2.429e+00,   9.7,   7.0, 107.8,  60.8,1.306e-01,  15.8,   6.5, 110.4,  61.5
 274,5.000e-06,2.433e+00,   9.5,   6.8, 107.8,  60.8,1.315e-01,  16.5,   7.0, 110.5,  61.7
 275,5.000e-06,2.407e+00,   9.6,   7.0, 107.6,  60.7,1.311e-01,  16.8,  10.4, 110.4,  61.5
 276,5.000e-06,2.434e+00,  10.1,   7.4, 107.8,  60.8,1.313e-01,  16.4,   7.2, 110.6,  61.7
 277,5.000e-06,2.457e+00,   9.6,   6.9, 107.7,  60.7,1.302e-01,  15.2,   7.7, 110.3,  61.8
 278,5.000e-06,2.443e+00,   9.8,   7.1, 107.7,  60.8,1.313e-01,  16.5,   7.1, 110.5,  61.6
 279,5.000e-06,2.480e+00,   9.9,   7.1, 107.6,  60.7,1.301e-01,  15.6,   6.5, 110.2,  61.4
 280,5.000e-06,2.408e+00,  10.3,   7.5, 107.6,  60.8,1.301e-01,  16.0,   9.2, 110.2,  61.5
 281,5.000e-06,2.436e+00,   9.9,   7.1, 107.6,  60.7,1.302e-01,  16.4,  10.0, 110.2,  61.4
 282,5.000e-06,2.394e+00,   9.7,   6.9, 107.5,  60.7,1.305e-01,  16.4,   9.8, 110.3,  61.5
 283,5.000e-06,2.441e+00,   9.7,   7.0, 107.6,  60.7,1.310e-01,  15.9,   9.0, 110.5,  61.9
 284,5.000e-06,2.436e+00,   9.6,   6.9, 107.4,  60.6,1.303e-01,  15.6,   8.1, 110.3,  61.4
 285,5.000e-06,2.461e+00,   9.8,   7.1, 107.5,  60.7,1.332e-01,  20.0,  12.9, 110.6,  61.8
 286,5.000e-06,2.481e+00,   9.5,   6.8, 107.4,  60.6,1.302e-01,  15.5,   7.0, 110.2,  61.5
 287,5.000e-06,2.407e+00,   9.4,   6.7, 107.4,  60.6,1.297e-01,  15.5,   7.1, 110.0,  61.3
 288,5.000e-06,2.384e+00,   9.8,   7.1, 107.3,  60.6,1.297e-01,  15.6,   8.0, 110.0,  61.5
 289,5.000e-06,2.403e+00,   9.7,   6.9, 107.3,  60.6,1.301e-01,  15.8,   6.4, 110.2,  61.3
 290,5.000e-06,2.422e+00,   9.7,   6.9, 107.4,  60.6,1.307e-01,  17.2,   8.1, 110.1,  61.3
 291,5.000e-06,2.432e+00,   9.6,   7.0, 107.4,  60.6,1.298e-01,  15.7,   7.3, 110.1,  61.3
 292,5.000e-06,2.456e+00,   9.6,   6.8, 107.4,  60.5,1.299e-01,  15.9,   6.6, 110.1,  61.3
 293,5.000e-06,2.397e+00,   9.4,   6.7, 107.3,  60.5,1.296e-01,  15.6,   7.7, 110.0,  61.3
 294,5.000e-06,2.395e+00,   9.8,   7.0, 107.2,  60.5,1.302e-01,  15.8,   6.9, 110.2,  61.3
 295,5.000e-06,2.461e+00,   9.5,   6.8, 107.1,  60.5,1.300e-01,  15.6,   6.6, 110.1,  61.3
 296,5.000e-06,2.417e+00,   9.5,   6.7, 107.2,  60.5,1.297e-01,  15.7,   7.9, 110.0,  61.2
 297,5.000e-06,2.442e+00,   9.7,   6.9, 107.2,  60.5,1.305e-01,  17.0,   7.4, 110.0,  61.4
 298,5.000e-06,2.434e+00,   9.5,   6.8, 107.2,  60.5,1.301e-01,  16.1,   8.0, 110.1,  61.3
 299,5.000e-06,2.465e+00,   9.9,   7.1, 107.3,  60.5,1.300e-01,  15.9,   8.6, 110.1,  61.4
 300,5.000e-06,2.412e+00,   9.4,   6.7, 107.2,  60.5,1.293e-01,  15.4,   6.9, 109.8,  61.4
 301,5.000e-06,2.392e+00,   9.5,   6.7, 107.1,  60.4,1.300e-01,  15.8,   6.5, 110.1,  61.3
 302,5.000e-06,2.380e+00,   9.9,   7.2, 107.1,  60.4,1.293e-01,  15.4,   7.2, 109.9,  61.2
 303,5.000e-06,2.409e+00,   9.4,   6.6, 107.1,  60.4,1.296e-01,  16.0,   8.8, 109.9,  61.4
 304,5.000e-06,2.415e+00,   9.6,   6.8, 107.0,  60.3,1.292e-01,  15.4,   7.2, 109.8,  61.2
 305,5.000e-06,2.398e+00,   9.6,   6.9, 107.0,  60.5,1.300e-01,  16.4,   6.7, 110.0,  61.3
 306,5.000e-06,2.416e+00,   9.5,   6.8, 107.0,  60.4,1.293e-01,  15.5,   7.2, 109.8,  61.2
 307,5.000e-06,2.424e+00,   9.7,   6.9, 107.0,  60.4,1.294e-01,  15.7,   7.5, 109.9,  61.2
 308,5.000e-06,2.403e+00,   9.6,   6.9, 106.9,  60.4,1.299e-01,  16.8,   7.4, 109.8,  61.2
 309,5.000e-06,2.368e+00,   9.7,   7.0, 106.9,  60.4,1.304e-01,  17.2,   8.7, 109.9,  61.4
 310,5.000e-06,2.403e+00,   9.7,   7.0, 106.8,  60.3,1.298e-01,  17.6,  11.7, 109.8,  61.2
 311,5.000e-06,2.386e+00,   9.4,   6.6, 107.0,  60.4,1.297e-01,  16.5,   7.5, 109.8,  61.3
 312,5.000e-06,2.395e+00,   9.6,   6.9, 106.9,  60.3,1.293e-01,  15.3,   6.7, 109.9,  61.5
 313,5.000e-06,2.379e+00,  10.2,   7.5, 106.9,  60.4,1.294e-01,  15.8,   6.5, 109.8,  61.2
 314,5.000e-06,2.368e+00,   9.5,   6.8, 106.8,  60.3,1.291e-01,  16.1,   9.0, 109.7,  61.1
 315,5.000e-06,2.426e+00,   9.5,   6.8, 106.8,  60.3,1.289e-01,  15.8,   8.1, 109.7,  61.1
 316,5.000e-06,2.411e+00,   9.3,   6.6, 106.8,  60.3,1.297e-01,  16.5,   7.1, 109.8,  61.4
 317,5.000e-06,2.375e+00,   9.8,   7.0, 106.7,  60.3,1.299e-01,  16.0,   6.5, 109.9,  61.4
 318,5.000e-06,2.388e+00,   9.3,   6.6, 106.8,  60.3,1.289e-01,  15.5,   6.8, 109.7,  61.1
 319,5.000e-06,2.392e+00,   9.6,   6.9, 106.7,  60.2,1.292e-01,  15.7,   6.6, 109.8,  61.1
 320,5.000e-06,2.402e+00,   9.5,   6.7, 106.7,  60.2,1.288e-01,  15.6,   6.5, 109.6,  61.1
 321,5.000e-06,2.406e+00,   9.4,   6.6, 106.7,  60.3,1.302e-01,  18.6,  13.1, 109.7,  61.1
 322,5.000e-06,2.382e+00,   9.7,   6.9, 106.7,  60.2,1.290e-01,  15.6,   6.5, 109.6,  61.1
 323,5.000e-06,2.400e+00,   9.6,   6.9, 106.5,  60.1,1.287e-01,  16.3,   9.8, 109.4,  61.1
 324,5.000e-06,2.393e+00,   9.5,   6.7, 106.6,  60.2,1.299e-01,  16.9,   7.4, 109.8,  61.2
 325,5.000e-06,2.408e+00,  10.2,   7.4, 106.7,  60.2,1.284e-01,  15.6,   6.7, 109.4,  61.0
 326,5.000e-06,2.342e+00,   9.4,   6.7, 106.5,  60.1,1.289e-01,  15.8,   8.0, 109.6,  61.1
 327,5.000e-06,2.400e+00,   9.5,   6.8, 106.5,  60.1,1.299e-01,  17.5,   8.7, 109.6,  61.2
 328,5.000e-06,2.387e+00,   9.7,   6.9, 106.4,  60.2,1.289e-01,  17.0,  10.6, 109.4,  61.0
 329,5.000e-06,2.324e+00,   9.9,   7.2, 106.5,  60.1,1.281e-01,  15.5,   7.9, 109.4,  60.9
 330,5.000e-06,2.359e+00,   9.5,   6.7, 106.4,  60.1,1.289e-01,  15.7,   6.7, 109.6,  61.1
 331,5.000e-06,2.451e+00,   9.5,   6.8, 106.4,  60.1,1.285e-01,  15.8,   6.5, 109.5,  60.9
 332,5.000e-06,2.394e+00,   9.6,   6.9, 106.6,  60.2,1.290e-01,  15.7,   6.6, 109.7,  61.1
 333,5.000e-06,2.382e+00,   9.4,   6.8, 106.6,  60.1,1.283e-01,  15.7,   7.2, 109.4,  60.9
 334,5.000e-06,2.383e+00,   9.5,   6.7, 106.4,  60.2,1.284e-01,  16.0,   6.6, 109.4,  60.9
 335,5.000e-06,2.405e+00,   9.6,   6.9, 106.4,  60.0,1.300e-01,  16.6,   6.9, 109.8,  61.6
 336,5.000e-06,2.388e+00,   9.4,   6.7, 106.4,  60.1,1.280e-01,  15.7,   8.0, 109.3,  60.9
 337,5.000e-06,2.389e+00,   9.3,   6.6, 106.3,  60.1,1.282e-01,  15.7,   7.3, 109.3,  61.0
 338,5.000e-06,2.426e+00,   9.8,   7.0, 106.4,  60.1,1.283e-01,  15.6,   7.1, 109.4,  61.0
 339,5.000e-06,2.368e+00,   9.7,   6.9, 106.4,  60.1,1.277e-01,  15.3,   7.2, 109.2,  61.0
 340,5.000e-06,2.402e+00,   9.3,   6.6, 106.3,  60.0,1.286e-01,  15.8,   7.5, 109.5,  61.0
 341,5.000e-06,2.321e+00,   9.5,   6.7, 106.2,  60.0,1.282e-01,  15.6,   6.9, 109.4,  60.9
 342,5.000e-06,2.393e+00,   9.5,   6.8, 106.3,  60.0,1.281e-01,  16.1,   8.8, 109.3,  60.8
 343,5.000e-06,2.379e+00,   9.3,   6.6, 106.2,  60.0,1.284e-01,  16.0,   6.5, 109.4,  60.8
 344,5.000e-06,2.390e+00,   9.9,   7.2, 106.2,  60.0,1.278e-01,  15.5,   6.8, 109.2,  60.8
 345,5.000e-06,2.358e+00,   9.3,   6.6, 106.2,  60.0,1.285e-01,  16.0,   6.4, 109.4,  60.9
 346,5.000e-06,2.394e+00,   9.4,   6.7, 106.2,  60.0,1.282e-01,  16.4,   6.8, 109.2,  60.8
 347,5.000e-06,2.337e+00,   9.6,   6.9, 106.1,  60.0,1.287e-01,  16.3,   6.6, 109.5,  60.9
 348,5.000e-06,2.366e+00,   9.8,   7.0, 106.2,  59.9,1.280e-01,  15.7,   6.6, 109.3,  60.8
 349,5.000e-06,2.369e+00,   9.5,   6.7, 106.1,  59.9,1.281e-01,  15.8,   6.5, 109.3,  60.9
 350,5.000e-06,2.374e+00,   9.4,   6.6, 106.2,  59.9,1.278e-01,  15.7,   6.6, 109.2,  60.7
 351,5.000e-06,2.400e+00,   9.9,   7.1, 106.2,  60.0,1.280e-01,  16.4,   9.4, 109.2,  60.7
 352,5.000e-06,2.361e+00,   9.4,   6.7, 106.1,  59.9,1.277e-01,  15.5,   7.5, 109.2,  60.8
 353,5.000e-06,2.327e+00,   9.6,   6.9, 105.9,  59.9,1.283e-01,  16.0,   6.9, 109.3,  60.8
 354,5.000e-06,2.367e+00,   9.3,   6.5, 106.1,  59.8,1.278e-01,  15.9,   6.6, 109.1,  60.7
 355,5.000e-06,2.354e+00,   9.3,   6.7, 106.0,  59.8,1.278e-01,  16.1,   8.9, 109.1,  60.8
 356,5.000e-06,2.369e+00,   9.4,   6.6, 106.0,  59.9,1.276e-01,  15.6,   6.8, 109.2,  60.7
 357,5.000e-06,2.362e+00,   9.4,   6.7, 106.0,  59.8,1.270e-01,  15.5,   7.8, 108.9,  60.7
 358,5.000e-06,2.395e+00,   9.3,   6.6, 106.0,  59.8,1.278e-01,  15.7,   6.7, 109.1,  60.8
 359,5.000e-06,2.418e+00,   9.6,   6.8, 106.0,  59.8,1.275e-01,  15.5,   7.2, 109.0,  60.9
 360,5.000e-06,2.380e+00,   9.4,   6.7, 105.9,  59.9,1.278e-01,  15.7,   6.4, 109.2,  60.7
